Palavra-Chave,Respostas
Juazeiro,"*Subseção Judiciária de Juazeiro*
E-mail: 01vara.jzr@trf1.jus.br

Telefone:
(74) 99979-6340

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-SSJdeJuazeiro-VaraFederalCiveleCriminal 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*
Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/subsecao-judiciaria-de-juazeiro"
Paulo Afonso,"*Subseção Judiciária de Paulo Afonso*
E-mail: 01vara.paf@trf1.jus.br

Telefone:
Celular: (75) 99968-0171
Atendimento: (75) 3281-2387

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-SSJdePauloAfonso-VaraFederalCiveleCriminal 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual* 

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/subsecao-judiciaria-de-paulo-afonsohtm"
Teixeira de Freitas,"*Subseção Judiciária de Teixeira de Freitas*
E-mail: sepju.taf@trf1.jus.br

Telefone:
(73) 98176-1157

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-SSJdeTeixeiradeFreitas-VaraFederalCiveleCriminal 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/subsecao-judiciaria-de-teixeira-de-freitas"
teixeira,"*Subseção Judiciária de Teixeira de Freitas*
E-mail: sepju.taf@trf1.jus.br

Telefone:
(73) 98176-1157

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-SSJdeTeixeiradeFreitas-VaraFederalCiveleCriminal 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/subsecao-judiciaria-de-teixeira-de-freitas"
Vitória da Conquista,"*Subseção Judiciária de Vitória da Conquista*

*Serviço de Conciliação* 
Telefone:(77) 3423-8902

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

*1ª Vara*
E-mail: 01vara.vca@trf1.jus.br

Telefones:
(77) 99989-2686
(77) 3423-8923

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-SSJdeVitoriadaConquista-1VaraFederalCiveleCriminal 

*2ª Vara*
E-mail: 02vara.vca@trf1.jus.br

Telefones:
(77) 3423-8935 Telefone de Atendimento 09h às 16h
(77) 98132-1855 Celular Plantão - das 15h às 18h

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-SSJdeVitoriadaConquista-2VaraFederalCiveleCriminal 

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/subsecao-judiciaria-de-vitoria-da-conquista"
Conquista,"*Subseção Judiciária de Vitória da Conquista*

*Serviço de Conciliação* 
Telefone:(77) 3423-8902

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

*1ª Vara*
E-mail: 01vara.vca@trf1.jus.br

Telefones:
(77) 99989-2686
(77) 3423-8923

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-SSJdeVitoriadaConquista-1VaraFederalCiveleCriminal 

*2ª Vara*
E-mail: 02vara.vca@trf1.jus.br

Telefones:
(77) 3423-8935 Telefone de Atendimento 09h às 16h
(77) 98132-1855 Celular Plantão - das 15h às 18h

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-SSJdeVitoriadaConquista-2VaraFederalCiveleCriminal 

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/subsecao-judiciaria-de-vitoria-da-conquista"
vitoria da conquista,"*Subseção Judiciária de Vitória da Conquista*

*Serviço de Conciliação* 
Telefone:(77) 3423-8902

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

*1ª Vara*
E-mail: 01vara.vca@trf1.jus.br

Telefones:
(77) 99989-2686
(77) 3423-8923

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-SSJdeVitoriadaConquista-1VaraFederalCiveleCriminal 

*2ª Vara*
E-mail: 02vara.vca@trf1.jus.br

Telefones:
(77) 3423-8935 Telefone de Atendimento 09h às 16h
(77) 98132-1855 Celular Plantão - das 15h às 18h

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-SSJdeVitoriadaConquista-2VaraFederalCiveleCriminal 

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/subsecao-judiciaria-de-vitoria-da-conquista"
vitória,"*Subseção Judiciária de Vitória da Conquista*

*Serviço de Conciliação* 
Telefone:(77) 3423-8902

🧔🏻 Para *consulta detalhada do seu processo do JEF*, clique no link: 
https://wa.me/557734238934  e siga as orientações.

*1ª Vara*
E-mail: 01vara.vca@trf1.jus.br

Telefones:
(77) 99989-2686
(77) 3423-8923

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-SSJdeVitoriadaConquista-1VaraFederalCiveleCriminal 

*2ª Vara*
E-mail: 02vara.vca@trf1.jus.br

Telefones:
(77) 3423-8935 Telefone de Atendimento 09h às 16h
(77) 98132-1855 Celular Plantão - das 15h às 18h

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-SSJdeVitoriadaConquista-2VaraFederalCiveleCriminal 

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/subsecao-judiciaria-de-vitoria-da-conquista"
01VF,"*1ª Vara Federal - Cível*
E-mail: 01vara.ba@trf1.jus.br 

Telefone:
(71) 3617-9105

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-01VaraFederalCivel 

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/1-vara-civel"
01 vf,"*1ª Vara Federal - Cível*
E-mail: 01vara.ba@trf1.jus.br 

Telefone:
(71) 3617-9105

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-01VaraFederalCivel 

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/1-vara-civel"
1ª vara,"*1ª Vara Federal - Cível*
E-mail: 01vara.ba@trf1.jus.br 

Telefone:
(71) 3617-9105

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-01VaraFederalCivel 

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/1-vara-civel"
1vf,"*1ª Vara Federal - Cível*
E-mail: 01vara.ba@trf1.jus.br 

Telefone:
(71) 3617-9105

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-01VaraFederalCivel 

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/1-vara-civel"
02VF,"*2ª Vara Federal - Criminal*
E-mail: 02vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2760

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-02VaraFederalCriminal 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link:https://www.trf1.jus.br/sjba/enderecos-e-telefones/2-vara-criminal"
02 vf,"*2ª Vara Federal - Criminal*
E-mail: 02vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2760

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-02VaraFederalCriminal 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link:https://www.trf1.jus.br/sjba/enderecos-e-telefones/2-vara-criminal"
2ª vara,"*2ª Vara Federal - Criminal*
E-mail: 02vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2760

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-02VaraFederalCriminal 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link:https://www.trf1.jus.br/sjba/enderecos-e-telefones/2-vara-criminal"
2vf,"*2ª Vara Federal - Criminal*
E-mail: 02vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2760

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-02VaraFederalCriminal 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link:https://www.trf1.jus.br/sjba/enderecos-e-telefones/2-vara-criminal"
03VF,"*3ª Vara Federal - Cível*
E-mail: 03vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2757

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-03VaraFederalCivel 

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/3-vara-civel-"
3VF,"*3ª Vara Federal - Cível*
E-mail: 03vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2757

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-03VaraFederalCivel 

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/3-vara-civel-"
03 vf,"*3ª Vara Federal - Cível*
E-mail: 03vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2757

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-03VaraFederalCivel 

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/3-vara-civel-"
3ª vara,"*3ª Vara Federal - Cível*
E-mail: 03vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2757

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-03VaraFederalCivel 

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/3-vara-civel-"
04Vf,"*4ª Vara Federal - Cível*
E-mail: 04vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2759

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-04VaraFederalCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/4-vara-civel"
4VF,"*4ª Vara Federal - Cível*
E-mail: 04vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2759

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-04VaraFederalCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/4-vara-civel"
04 vf,"*4ª Vara Federal - Cível*
E-mail: 04vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2759

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-04VaraFederalCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/4-vara-civel"
4ª vara,"*4ª Vara Federal - Cível*
E-mail: 04vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2759

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-04VaraFederalCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual*

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/4-vara-civel"
06vf,"*6ª Vara Federal - Cível*
E-mail: 06vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2754

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-06VaraFederalCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual* 

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/6-vara-civel"
6VF,"*6ª Vara Federal - Cível*
E-mail: 06vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2754

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-06VaraFederalCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual* 

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/6-vara-civel"
06 vf,"*6ª Vara Federal - Cível*
E-mail: 06vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2754

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-06VaraFederalCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual* 

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/6-vara-civel"
6ª vara,"*6ª Vara Federal - Cível*
E-mail: 06vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2754

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-06VaraFederalCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual* 

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/6-vara-civel"
07vf,"*7ª Vara Federal - Cível e Agrária*
E-mail: 07vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2753

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-07VaraFederalCiveleAgraria 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual* 

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/7-vara-civel-e-agraria"
7VF,"*7ª Vara Federal - Cível e Agrária*
E-mail: 07vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2753

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-07VaraFederalCiveleAgraria 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual* 

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/7-vara-civel-e-agraria"
07 vf,"*7ª Vara Federal - Cível e Agrária*
E-mail: 07vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2753

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-07VaraFederalCiveleAgraria 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual* 

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/7-vara-civel-e-agraria"
7ª vara,"*7ª Vara Federal - Cível e Agrária*
E-mail: 07vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2753

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-07VaraFederalCiveleAgraria 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual* 

Mais contatos no link: https://www.trf1.jus.br/sjba/enderecos-e-telefones/7-vara-civel-e-agraria"
08vf,"*8ª Vara Federal - Execução Fiscal*
E-mail: 08vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2608

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-08VaraFederaldeExecucaoFiscal 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual* 

Mais contatos no link https://www.trf1.jus.br/sjba/enderecos-e-telefones/8-vara-execucao-fiscal"
8VF,"*8ª Vara Federal - Execução Fiscal*
E-mail: 08vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2608

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-08VaraFederaldeExecucaoFiscal 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual* 

Mais contatos no link https://www.trf1.jus.br/sjba/enderecos-e-telefones/8-vara-execucao-fiscal"
08 vf,"*8ª Vara Federal - Execução Fiscal*
E-mail: 08vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2608

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-08VaraFederaldeExecucaoFiscal 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual* 

Mais contatos no link https://www.trf1.jus.br/sjba/enderecos-e-telefones/8-vara-execucao-fiscal"
08ª vara,"*8ª Vara Federal - Execução Fiscal*
E-mail: 08vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2608

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-08VaraFederaldeExecucaoFiscal 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual* 

Mais contatos no link https://www.trf1.jus.br/sjba/enderecos-e-telefones/8-vara-execucao-fiscal"
8ª vara,"*8ª Vara Federal - Execução Fiscal*
E-mail: 08vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2608

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-08VaraFederaldeExecucaoFiscal 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual* 

Mais contatos no link https://www.trf1.jus.br/sjba/enderecos-e-telefones/8-vara-execucao-fiscal"
10VF,"*10ª Vara Federal - Cível*
E-mail: 10vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2751

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-10VaraFederalCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual* 

Mais contatos no link https://www.trf1.jus.br/sjba/enderecos-e-telefones/10-vara-civel-"
10 vf,"*10ª Vara Federal - Cível*
E-mail: 10vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2751

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-10VaraFederalCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual* 

Mais contatos no link https://www.trf1.jus.br/sjba/enderecos-e-telefones/10-vara-civel-"
10ª vara,"*10ª Vara Federal - Cível*
E-mail: 10vara.ba@trf1.jus.br 

Telefone:
(71) 3617-2751

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-10VaraFederalCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual* 

Mais contatos no link https://www.trf1.jus.br/sjba/enderecos-e-telefones/10-vara-civel-"
11VF,"*11ª Vara Federal - Cível*
E-mail: 11vara.ba@trf1.jus.br

Telefone:
(71) 3617-2730

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-11VaraFederalCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual* 

Mais contatos no link https://www.trf1.jus.br/sjba/enderecos-e-telefones/11-vara-civel"
11 vf,"*11ª Vara Federal - Cível*
E-mail: 11vara.ba@trf1.jus.br

Telefone:
(71) 3617-2730

Balcão Virtual: *09 às 16h*  https://trf1-apps-balcao-virtual.azurefd.net/meeting/TRF1-SJBA-11VaraFederalCivel 
Se precisar de orientações sobre este canal de atendimento, digite *Balcão Virtual* 

Mais contatos no link https://www.trf1.jus.br/sjba/enderecos-e-telefones/11-vara-civel"
